order_id,customer_id,order_date,category,region,revenue,quantity
1039,C0049,2024-01-02 14:00:00,Sports,West,172,4
1040,C0475,2024-01-02 15:00:00,Fashion,South,82,1
1041,C0059,2024-01-02 16:00:00,Fashion,South,562,3
1042,C0170,2024-01-02 17:00:00,Fashion,North,253,4
1043,C0476,2024-01-02 18:00:00,Sports,East,567,1
1044,C0188,2024-01-02 19:00:00,Fashion,East,858,1
1045,C0464,2024-01-02 20:00:00,Sports,South,566,1
1046,C0271,2024-01-02 21:00:00,Electronics,North,492,3
1047,C0190,2024-01-02 22:00:00,Sports,West,641,2
1048,C0446,2024-01-02 23:00:00,Home,West,835,4
1049,C0175,2024-01-03 00:00:00,Fashion,South,738,3
1050,C0446,2024-01-03 01:00:00,Fashion,East,899,4
1051,C0051,2024-01-03 02:00:00,Home,North,882,3
1052,C0364,2024-01-03 03:00:00,Sports,East,388,1
1053,C0055,2024-01-03 04:00:00,Electronics,West,487,1
1054,C0244,2024-01-03 05:00:00,Home,East,494,2
1055,C0320,2024-01-03 06:00:00,Home,West,185,2
1056,C0131,2024-01-03 07:00:00,Sports,North,436,4
1057,C0485,2024-01-03 08:00:00,Fashion,North,74,2
1058,C0307,2024-01-03 09:00:00,Sports,South,555,2
1059,C0135,2024-01-03 10:00:00,Home,South,374,4
1060,C0021,2024-01-03 11:00:00,Home,East,744,3
1061,C0329,2024-01-03 12:00:00,Fashion,North,729,2
1062,C0167,2024-01-03 13:00:00,Fashion,North,387,3
1063,C0274,2024-01-03 14:00:00,Fashion,South,739,1
1064,C0388,2024-01-03 15:00:00,Sports,West,934,2
1065,C0089,2024-01-03 16:00:00,Fashion,East,144,1
1066,C0316,2024-01-03 17:00:00,Home,East,594,1
1067,C0014,2024-01-03 18:00:00,Home,South,672,3
1068,C0242,2024-01-03 19:00:00,Electronics,North,195,4
1069,C0265,2024-01-03 20:00:00,Sports,South,942,2
1070,C0346,2024-01-03 21:00:00,Electronics,South,280,3
1071,C0053,2024-01-03 22:00:00,Home,South,833,4
1072,C0386,2024-01-03 23:00:00,Electronics,South,897,1
1073,C0340,2024-01-04 00:00:00,Home,West,544,2
1074,C0092,2024-01-04 01:00:00,Electronics,West,87,1
1075,C0367,2024-01-04 02:00:00,Fashion,North,474,1
1076,C0444,2024-01-04 03:00:00,Electronics,South,696,2
1077,C0455,2024-01-04 04:00:00,Fashion,West,895,4
1078,C0428,2024-01-04 05:00:00,Fashion,North,796,4
1079,C0264,2024-01-04 06:00:00,Sports,South,486,2
1080,C0431,2024-01-04 07:00:00,Fashion,East,880,2
1081,C0035,2024-01-04 08:00:00,Fashion,West,417,3
1082,C0206,2024-01-04 09:00:00,Electronics,North,394,3
1083,C0081,2024-01-04 10:00:00,Home,East,209,1
1084,C0420,2024-01-04 11:00:00,Sports,South,599,2
1085,C0050,2024-01-04 12:00:00,Fashion,South,711,4
1086,C0360,2024-01-04 13:00:00,Sports,South,961,1
1087,C0388,2024-01-04 14:00:00,Electronics,West,869,1
1088,C0002,2024-01-04 15:00:00,Fashion,North,590,1
1089,C0390,2024-01-04 16:00:00,Electronics,East,193,1
1090,C0054,2024-01-04 17:00:00,Sports,North,637,4
1091,C0106,2024-01-04 18:00:00,Electronics,West,706,1
1092,C0260,2024-01-04 19:00:00,Sports,North,790,2
1093,C0310,2024-01-04 20:00:00,Electronics,West,625,3
1094,C0477,2024-01-04 21:00:00,Sports,South,908,4
1095,C0191,2024-01-04 22:00:00,Home,East,394,2
1096,C0402,2024-01-04 23:00:00,Electronics,South,318,2
1097,C0218,2024-01-05 00:00:00,Electronics,North,889,2
1098,C0044,2024-01-05 01:00:00,Home,South,745,3
1099,C0162,2024-01-05 02:00:00,Home,East,822,3
1100,C0202,2024-01-05 03:00:00,Electronics,South,317,3
1101,C0446,2024-01-05 04:00:00,Home,East,218,2
1102,C0484,2024-01-05 05:00:00,Fashion,East,820,3
1103,C0270,2024-01-05 06:00:00,Sports,South,788,1
1104,C0351,2024-01-05 07:00:00,Sports,West,82,3
1105,C0304,2024-01-05 08:00:00,Sports,North,426,4
1106,C0271,2024-01-05 09:00:00,Fashion,West,263,2
1107,C0456,2024-01-05 10:00:00,Home,West,611,2
1108,C0462,2024-01-05 11:00:00,Home,South,489,1
1109,C0215,2024-01-05 12:00:00,Electronics,North,541,3
1110,C0252,2024-01-05 13:00:00,Home,North,442,3
1111,C0190,2024-01-05 14:00:00,Electronics,West,538,4
1112,C0296,2024-01-05 15:00:00,Fashion,South,771,1
1113,C0213,2024-01-05 16:00:00,Sports,North,995,4
1114,C0208,2024-01-05 17:00:00,Sports,West,78,4
1115,C0237,2024-01-05 18:00:00,Sports,North,88,2
1116,C0338,2024-01-05 19:00:00,Home,South,908,2
1117,C0367,2024-01-05 20:00:00,Electronics,South,661,3
1118,C0053,2024-01-05 21:00:00,Electronics,South,222,3
1119,C0280,2024-01-05 22:00:00,Fashion,North,66,4
1120,C0410,2024-01-05 23:00:00,Home,East,105,3
1121,C0217,2024-01-06 00:00:00,Fashion,North,275,4
1122,C0252,2024-01-06 01:00:00,Electronics,East,607,3
1123,C0188,2024-01-06 02:00:00,Electronics,South,116,3
1124,C0380,2024-01-06 03:00:00,Sports,West,246,2
1125,C0493,2024-01-06 04:00:00,Home,East,703,2
1126,C0041,2024-01-06 05:00:00,Electronics,South,884,2
1127,C0157,2024-01-06 06:00:00,Sports,South,72,2
1128,C0015,2024-01-06 07:00:00,Home,East,655,1
1129,C0301,2024-01-06 08:00:00,Fashion,West,803,2
1130,C0065,2024-01-06 09:00:00,Home,South,286,1
1131,C0345,2024-01-06 10:00:00,Home,East,968,2
1132,C0327,2024-01-06 11:00:00,Electronics,West,972,3
1133,C0009,2024-01-06 12:00:00,Electronics,West,615,4
1134,C0344,2024-01-06 13:00:00,Home,South,187,3
1135,C0129,2024-01-06 14:00:00,Electronics,North,522,3
1136,C0492,2024-01-06 15:00:00,Electronics,North,894,1
1137,C0136,2024-01-06 16:00:00,Electronics,South,833,2
1138,C0472,2024-01-06 17:00:00,Sports,West,602,4
1139,C0063,2024-01-06 18:00:00,Sports,South,659,4
1140,C0139,2024-01-06 19:00:00,Home,East,744,2
1141,C0499,2024-01-06 20:00:00,Electronics,North,689,1
1142,C0081,2024-01-06 21:00:00,Sports,East,278,1
1143,C0392,2024-01-06 22:00:00,Home,South,366,1
1144,C0163,2024-01-06 23:00:00,Electronics,South,647,4
1145,C0419,2024-01-07 00:00:00,Fashion,West,817,1
1146,C0289,2024-01-07 01:00:00,Electronics,West,770,1
1147,C0379,2024-01-07 02:00:00,Electronics,West,776,4
1148,C0261,2024-01-07 03:00:00,Sports,East,935,4
1149,C0490,2024-01-07 04:00:00,Home,West,661,3
1150,C0231,2024-01-07 05:00:00,Home,South,610,4
1151,C0041,2024-01-07 06:00:00,Sports,West,250,2
1152,C0028,2024-01-07 07:00:00,Electronics,North,997,4
1153,C0135,2024-01-07 08:00:00,Fashion,West,307,4
1154,C0201,2024-01-07 09:00:00,Electronics,East,529,1
1155,C0328,2024-01-07 10:00:00,Electronics,North,937,3
1156,C0268,2024-01-07 11:00:00,Fashion,North,227,1
1157,C0418,2024-01-07 12:00:00,Sports,North,806,3
1158,C0033,2024-01-07 13:00:00,Home,East,172,1
1159,C0048,2024-01-07 14:00:00,Sports,South,391,2
1160,C0407,2024-01-07 15:00:00,Sports,West,220,1
1161,C0062,2024-01-07 16:00:00,Electronics,North,894,1
1162,C0216,2024-01-07 17:00:00,Home,North,697,2
1163,C0293,2024-01-07 18:00:00,Home,North,108,2
1164,C0099,2024-01-07 19:00:00,Sports,South,754,4
1165,C0172,2024-01-07 20:00:00,Fashion,South,514,1
1166,C0360,2024-01-07 21:00:00,Sports,East,829,2
1167,C0214,2024-01-07 22:00:00,Fashion,South,309,2
1168,C0475,2024-01-07 23:00:00,Home,West,422,4
1169,C0035,2024-01-08 00:00:00,Sports,East,144,3
1170,C0449,2024-01-08 01:00:00,Electronics,East,174,2
1171,C0227,2024-01-08 02:00:00,Sports,West,90,2
1172,C0101,2024-01-08 03:00:00,Home,West,940,1
1173,C0431,2024-01-08 04:00:00,Electronics,West,303,4
1174,C0462,2024-01-08 05:00:00,Electronics,East,56,1
1175,C0131,2024-01-08 06:00:00,Fashion,East,520,3
1176,C0257,2024-01-08 07:00:00,Electronics,East,777,4
1177,C0005,2024-01-08 08:00:00,Electronics,West,560,1
1178,C0218,2024-01-08 09:00:00,Sports,West,630,2
1179,C0255,2024-01-08 10:00:00,Home,North,118,2
1180,C0398,2024-01-08 11:00:00,Fashion,South,130,4
1181,C0359,2024-01-08 12:00:00,Sports,North,591,2
1182,C0283,2024-01-08 13:00:00,Electronics,West,634,1
1183,C0393,2024-01-08 14:00:00,Electronics,East,311,4
1184,C0207,2024-01-08 15:00:00,Fashion,West,138,2
1185,C0015,2024-01-08 16:00:00,Home,South,964,2
1186,C0346,2024-01-08 17:00:00,Fashion,North,257,3
1187,C0042,2024-01-08 18:00:00,Sports,North,262,3
1188,C0380,2024-01-08 19:00:00,Fashion,East,883,4
1189,C0461,2024-01-08 20:00:00,Electronics,North,315,3
1190,C0179,2024-01-08 21:00:00,Sports,North,961,1
1191,C0063,2024-01-08 22:00:00,Electronics,West,342,2
1192,C0352,2024-01-08 23:00:00,Home,North,256,2
1193,C0231,2024-01-09 00:00:00,Electronics,North,382,2
1194,C0241,2024-01-09 01:00:00,Electronics,North,126,4
1195,C0052,2024-01-09 02:00:00,Fashion,East,337,4
1196,C0096,2024-01-09 03:00:00,Electronics,East,96,3
1197,C0388,2024-01-09 04:00:00,Sports,West,671,2
1198,C0222,2024-01-09 05:00:00,Sports,North,249,2
1199,C0485,2024-01-09 06:00:00,Home,East,476,2
1200,C0407,2024-01-09 07:00:00,Sports,East,259,2
1201,C0231,2024-01-09 08:00:00,Fashion,West,937,2
1202,C0237,2024-01-09 09:00:00,Home,South,469,1
1203,C0143,2024-01-09 10:00:00,Sports,North,203,2
1204,C0171,2024-01-09 11:00:00,Fashion,East,571,1
1205,C0029,2024-01-09 12:00:00,Sports,West,464,2
1206,C0036,2024-01-09 13:00:00,Sports,West,402,4
1207,C0013,2024-01-09 14:00:00,Electronics,West,206,4
1208,C0160,2024-01-09 15:00:00,Sports,East,310,1
1209,C0327,2024-01-09 16:00:00,Sports,North,126,2
1210,C0187,2024-01-09 17:00:00,Fashion,South,818,4
1211,C0243,2024-01-09 18:00:00,Fashion,North,537,4
1212,C0086,2024-01-09 19:00:00,Electronics,West,180,2
1213,C0284,2024-01-09 20:00:00,Sports,West,628,2
1214,C0066,2024-01-09 21:00:00,Electronics,South,504,4
1215,C0170,2024-01-09 22:00:00,Sports,North,789,2
1216,C0045,2024-01-09 23:00:00,Home,West,212,3
1217,C0062,2024-01-10 00:00:00,Home,West,64,2
1218,C0441,2024-01-10 01:00:00,Electronics,North,281,4
1219,C0134,2024-01-10 02:00:00,Electronics,West,244,4
1220,C0284,2024-01-10 03:00:00,Electronics,North,910,1
1221,C0028,2024-01-10 04:00:00,Fashion,West,591,3
1222,C0108,2024-01-10 05:00:00,Fashion,North,408,4
1223,C0044,2024-01-10 06:00:00,Fashion,South,899,3
1224,C0340,2024-01-10 07:00:00,Electronics,West,380,2
1225,C0286,2024-01-10 08:00:00,Sports,South,476,4
1226,C0446,2024-01-10 09:00:00,Home,West,546,1
1227,C0331,2024-01-10 10:00:00,Electronics,West,877,4
1228,C0128,2024-01-10 11:00:00,Fashion,East,535,1
1229,C0348,2024-01-10 12:00:00,Fashion,North,857,3
1230,C0473,2024-01-10 13:00:00,Electronics,South,498,1
1231,C0231,2024-01-10 14:00:00,Electronics,South,462,2
1232,C0190,2024-01-10 15:00:00,Fashion,South,379,2
1233,C0225,2024-01-10 16:00:00,Sports,North,781,2
1234,C0385,2024-01-10 17:00:00,Fashion,East,938,4
1235,C0377,2024-01-10 18:00:00,Fashion,South,196,2
1236,C0283,2024-01-10 19:00:00,Electronics,North,308,2
1237,C0446,2024-01-10 20:00:00,Sports,West,341,4
1238,C0121,2024-01-10 21:00:00,Fashion,South,860,3
1239,C0116,2024-01-10 22:00:00,Fashion,South,192,2
1240,C0461,2024-01-10 23:00:00,Home,East,986,2
1241,C0233,2024-01-11 00:00:00,Electronics,South,796,4
1242,C0259,2024-01-11 01:00:00,Home,South,676,3
1243,C0359,2024-01-11 02:00:00,Home,West,414,3
1244,C0198,2024-01-11 03:00:00,Fashion,North,139,3
1245,C0456,2024-01-11 04:00:00,Electronics,North,769,4
1246,C0411,2024-01-11 05:00:00,Sports,East,213,1
1247,C0137,2024-01-11 06:00:00,Fashion,West,530,1
1248,C0318,2024-01-11 07:00:00,Sports,North,133,2
1249,C0165,2024-01-11 08:00:00,Sports,West,126,2
1250,C0225,2024-01-11 09:00:00,Electronics,North,722,2
1251,C0307,2024-01-11 10:00:00,Home,West,566,1
1252,C0234,2024-01-11 11:00:00,Electronics,East,534,4
1253,C0172,2024-01-11 12:00:00,Sports,South,639,2
1254,C0152,2024-01-11 13:00:00,Fashion,East,652,4
1255,C0463,2024-01-11 14:00:00,Sports,North,648,2
1256,C0315,2024-01-11 15:00:00,Fashion,East,831,4
1257,C0374,2024-01-11 16:00:00,Fashion,South,153,4
1258,C0160,2024-01-11 17:00:00,Electronics,East,501,1
1259,C0096,2024-01-11 18:00:00,Sports,North,536,4
1260,C0472,2024-01-11 19:00:00,Home,North,388,3
1261,C0233,2024-01-11 20:00:00,Sports,East,736,1
1262,C0180,2024-01-11 21:00:00,Sports,South,615,2
1263,C0113,2024-01-11 22:00:00,Home,East,949,1
1264,C0318,2024-01-11 23:00:00,Electronics,South,527,3
1265,C0497,2024-01-12 00:00:00,Sports,West,772,3
1266,C0442,2024-01-12 01:00:00,Sports,South,656,4
1267,C0052,2024-01-12 02:00:00,Fashion,West,272,3
1268,C0268,2024-01-12 03:00:00,Sports,East,58,3
1269,C0295,2024-01-12 04:00:00,Home,South,102,3
1270,C0386,2024-01-12 05:00:00,Fashion,West,126,3
1271,C0387,2024-01-12 06:00:00,Electronics,West,767,2
1272,C0113,2024-01-12 07:00:00,Fashion,West,552,2
1273,C0101,2024-01-12 08:00:00,Home,North,365,1
1274,C0113,2024-01-12 09:00:00,Home,East,863,4
1275,C0440,2024-01-12 10:00:00,Fashion,West,871,2
1276,C0081,2024-01-12 11:00:00,Electronics,South,891,3
1277,C0187,2024-01-12 12:00:00,Fashion,West,673,4
1278,C0113,2024-01-12 13:00:00,Electronics,North,912,2
1279,C0002,2024-01-12 14:00:00,Fashion,East,214,1
1280,C0130,2024-01-12 15:00:00,Home,North,328,3
1281,C0220,2024-01-12 16:00:00,Sports,North,76,4
1282,C0054,2024-01-12 17:00:00,Sports,North,119,2
1283,C0343,2024-01-12 18:00:00,Electronics,South,267,4
1284,C0485,2024-01-12 19:00:00,Electronics,East,414,2
1285,C0224,2024-01-12 20:00:00,Electronics,East,750,1
1286,C0225,2024-01-12 21:00:00,Home,South,894,3
1287,C0385,2024-01-12 22:00:00,Fashion,East,996,1
1288,C0403,2024-01-12 23:00:00,Home,North,355,3
1289,C0126,2024-01-13 00:00:00,Sports,East,173,3
1290,C0130,2024-01-13 01:00:00,Electronics,South,68,4
1291,C0053,2024-01-13 02:00:00,Fashion,North,306,2
1292,C0172,2024-01-13 03:00:00,Sports,South,345,1
1293,C0218,2024-01-13 04:00:00,Sports,West,977,1
1294,C0160,2024-01-13 05:00:00,Sports,North,71,1
1295,C0198,2024-01-13 06:00:00,Home,North,929,4
1296,C0416,2024-01-13 07:00:00,Electronics,East,499,4
1297,C0247,2024-01-13 08:00:00,Sports,North,601,4
1298,C0324,2024-01-13 09:00:00,Electronics,South,599,3
1299,C0439,2024-01-13 10:00:00,Home,East,97,1
1300,C0203,2024-01-13 11:00:00,Sports,West,744,3
1301,C0184,2024-01-13 12:00:00,Home,South,636,1
1302,C0123,2024-01-13 13:00:00,Home,West,770,1
1303,C0401,2024-01-13 14:00:00,Electronics,West,232,2
1304,C0255,2024-01-13 15:00:00,Sports,West,484,1
1305,C0294,2024-01-13 16:00:00,Home,North,156,4
1306,C0280,2024-01-13 17:00:00,Sports,South,237,4
1307,C0325,2024-01-13 18:00:00,Electronics,South,825,4
1308,C0372,2024-01-13 19:00:00,Home,North,135,2
1309,C0098,2024-01-13 20:00:00,Electronics,East,885,2
1310,C0198,2024-01-13 21:00:00,Sports,West,892,3
1311,C0470,2024-01-13 22:00:00,Sports,South,505,1
1312,C0395,2024-01-13 23:00:00,Electronics,North,186,1
1313,C0240,2024-01-14 00:00:00,Fashion,West,907,4
1314,C0144,2024-01-14 01:00:00,Home,East,947,4
1315,C0097,2024-01-14 02:00:00,Sports,East,385,4
1316,C0201,2024-01-14 03:00:00,Sports,West,656,4
1317,C0124,2024-01-14 04:00:00,Home,East,887,4
1318,C0187,2024-01-14 05:00:00,Electronics,South,806,4
1319,C0326,2024-01-14 06:00:00,Electronics,South,518,1
1320,C0464,2024-01-14 07:00:00,Electronics,South,651,2
1321,C0349,2024-01-14 08:00:00,Fashion,East,620,4
1322,C0259,2024-01-14 09:00:00,Fashion,South,452,1
1323,C0148,2024-01-14 10:00:00,Sports,North,589,4
1324,C0252,2024-01-14 11:00:00,Electronics,South,121,3
1325,C0443,2024-01-14 12:00:00,Home,South,831,3
1326,C0420,2024-01-14 13:00:00,Sports,East,73,1
1327,C0403,2024-01-14 14:00:00,Home,South,673,2
1328,C0346,2024-01-14 15:00:00,Sports,West,861,3
1329,C0451,2024-01-14 16:00:00,Fashion,North,534,3
1330,C0147,2024-01-14 17:00:00,Sports,East,105,2
1331,C0148,2024-01-14 18:00:00,Fashion,North,272,3
1332,C0352,2024-01-14 19:00:00,Sports,West,681,4
1333,C0199,2024-01-14 20:00:00,Electronics,East,228,2
1334,C0308,2024-01-14 21:00:00,Home,East,849,3
1335,C0489,2024-01-14 22:00:00,Electronics,South,483,2
1336,C0417,2024-01-14 23:00:00,Sports,North,986,4
1337,C0424,2024-01-15 00:00:00,Sports,West,499,3
1338,C0128,2024-01-15 01:00:00,Sports,West,842,1
1339,C0039,2024-01-15 02:00:00,Fashion,East,933,3
1340,C0338,2024-01-15 03:00:00,Home,South,541,3
1341,C0360,2024-01-15 04:00:00,Home,East,238,4
1342,C0129,2024-01-15 05:00:00,Sports,East,627,1
1343,C0267,2024-01-15 06:00:00,Sports,East,859,1
1344,C0476,2024-01-15 07:00:00,Fashion,East,469,1
1345,C0441,2024-01-15 08:00:00,Electronics,West,298,4
1346,C0473,2024-01-15 09:00:00,Electronics,West,637,4
1347,C0434,2024-01-15 10:00:00,Home,East,698,4
1348,C0151,2024-01-15 11:00:00,Fashion,East,213,4
1349,C0415,2024-01-15 12:00:00,Sports,South,794,4
1350,C0478,2024-01-15 13:00:00,Home,East,304,1
1351,C0298,2024-01-15 14:00:00,Fashion,West,525,2
1352,C0099,2024-01-15 15:00:00,Electronics,North,855,4
1353,C0263,2024-01-15 16:00:00,Fashion,West,466,2
1354,C0252,2024-01-15 17:00:00,Electronics,South,219,3
1355,C0144,2024-01-15 18:00:00,Fashion,West,366,3
1356,C0346,2024-01-15 19:00:00,Home,North,223,4
1357,C0112,2024-01-15 20:00:00,Electronics,East,519,3
1358,C0500,2024-01-15 21:00:00,Home,North,394,2
1359,C0060,2024-01-15 22:00:00,Home,East,494,3
1360,C0369,2024-01-15 23:00:00,Electronics,East,67,3
1361,C0002,2024-01-16 00:00:00,Electronics,West,119,2
1362,C0385,2024-01-16 01:00:00,Sports,West,387,3
1363,C0304,2024-01-16 02:00:00,Sports,West,677,4
1364,C0254,2024-01-16 03:00:00,Sports,South,641,2
1365,C0140,2024-01-16 04:00:00,Home,West,576,2
1366,C0453,2024-01-16 05:00:00,Home,South,737,1
1367,C0037,2024-01-16 06:00:00,Sports,West,505,1
1368,C0160,2024-01-16 07:00:00,Home,East,318,2
1369,C0009,2024-01-16 08:00:00,Home,South,680,2
1370,C0233,2024-01-16 09:00:00,Electronics,North,860,1
1371,C0099,2024-01-16 10:00:00,Electronics,South,237,4
1372,C0147,2024-01-16 11:00:00,Home,South,618,3
1373,C0304,2024-01-16 12:00:00,Sports,North,760,3
1374,C0208,2024-01-16 13:00:00,Fashion,South,578,3
1375,C0131,2024-01-16 14:00:00,Sports,East,483,2
1376,C0404,2024-01-16 15:00:00,Fashion,West,337,4
1377,C0152,2024-01-16 16:00:00,Sports,North,967,1
1378,C0054,2024-01-16 17:00:00,Electronics,West,616,4
1379,C0120,2024-01-16 18:00:00,Home,East,548,4
1380,C0161,2024-01-16 19:00:00,Home,North,490,3
1381,C0408,2024-01-16 20:00:00,Electronics,West,830,1
1382,C0116,2024-01-16 21:00:00,Fashion,West,352,4
1383,C0075,2024-01-16 22:00:00,Fashion,East,136,1
1384,C0113,2024-01-16 23:00:00,Fashion,West,879,2
1385,C0456,2024-01-17 00:00:00,Electronics,East,487,3
1386,C0420,2024-01-17 01:00:00,Fashion,South,590,1
1387,C0422,2024-01-17 02:00:00,Electronics,East,71,2
1388,C0104,2024-01-17 03:00:00,Sports,South,882,2
1389,C0340,2024-01-17 04:00:00,Sports,North,846,2
1390,C0254,2024-01-17 05:00:00,Electronics,West,609,4
1391,C0227,2024-01-17 06:00:00,Home,East,566,4
1392,C0112,2024-01-17 07:00:00,Sports,East,811,3
1393,C0473,2024-01-17 08:00:00,Fashion,West,724,3
1394,C0099,2024-01-17 09:00:00,Electronics,West,552,2
1395,C0153,2024-01-17 10:00:00,Fashion,North,763,3
1396,C0349,2024-01-17 11:00:00,Fashion,North,516,4
1397,C0402,2024-01-17 12:00:00,Home,East,150,3
1398,C0384,2024-01-17 13:00:00,Fashion,North,632,1
1399,C0366,2024-01-17 14:00:00,Home,South,991,4
1400,C0338,2024-01-17 15:00:00,Sports,North,724,2
1401,C0194,2024-01-17 16:00:00,Electronics,North,734,2
1402,C0310,2024-01-17 17:00:00,Fashion,East,190,3
1403,C0163,2024-01-17 18:00:00,Electronics,South,187,4
1404,C0208,2024-01-17 19:00:00,Fashion,North,627,2
1405,C0445,2024-01-17 20:00:00,Electronics,South,759,2
1406,C0169,2024-01-17 21:00:00,Fashion,South,889,4
1407,C0484,2024-01-17 22:00:00,Fashion,South,277,4
1408,C0161,2024-01-17 23:00:00,Fashion,West,330,2
1409,C0068,2024-01-18 00:00:00,Fashion,West,733,3
1410,C0289,2024-01-18 01:00:00,Fashion,West,877,3
1411,C0398,2024-01-18 02:00:00,Fashion,West,480,3
1412,C0277,2024-01-18 03:00:00,Fashion,East,89,1
1413,C0304,2024-01-18 04:00:00,Fashion,North,568,4
1414,C0404,2024-01-18 05:00:00,Fashion,West,735,2
1415,C0384,2024-01-18 06:00:00,Electronics,East,712,1
1416,C0392,2024-01-18 07:00:00,Home,North,260,3
1417,C0135,2024-01-18 08:00:00,Fashion,West,351,1
1418,C0195,2024-01-18 09:00:00,Home,North,135,2
1419,C0401,2024-01-18 10:00:00,Fashion,West,446,2
1420,C0128,2024-01-18 11:00:00,Fashion,East,302,4
1421,C0033,2024-01-18 12:00:00,Electronics,South,582,3
1422,C0176,2024-01-18 13:00:00,Sports,South,818,3
1423,C0460,2024-01-18 14:00:00,Sports,North,940,1
1424,C0443,2024-01-18 15:00:00,Electronics,East,964,3
1425,C0371,2024-01-18 16:00:00,Home,South,430,1
1426,C0470,2024-01-18 17:00:00,Sports,West,493,2
1427,C0375,2024-01-18 18:00:00,Electronics,South,82,2
1428,C0022,2024-01-18 19:00:00,Electronics,North,309,2
1429,C0238,2024-01-18 20:00:00,Sports,North,283,2
1430,C0158,2024-01-18 21:00:00,Home,East,564,2
1431,C0038,2024-01-18 22:00:00,Electronics,North,908,1
1432,C0230,2024-01-18 23:00:00,Fashion,South,357,2
1433,C0365,2024-01-19 00:00:00,Home,South,788,1
1434,C0051,2024-01-19 01:00:00,Home,South,845,2
1435,C0438,2024-01-19 02:00:00,Sports,South,119,1
1436,C0264,2024-01-19 03:00:00,Sports,East,503,1
1437,C0283,2024-01-19 04:00:00,Fashion,West,488,1
1438,C0027,2024-01-19 05:00:00,Electronics,West,874,3
1439,C0226,2024-01-19 06:00:00,Sports,East,413,1
1440,C0277,2024-01-19 07:00:00,Sports,North,815,1
1441,C0286,2024-01-19 08:00:00,Home,West,530,2
1442,C0097,2024-01-19 09:00:00,Sports,North,193,1
1443,C0284,2024-01-19 10:00:00,Sports,West,73,1
1444,C0367,2024-01-19 11:00:00,Sports,North,474,4
1445,C0448,2024-01-19 12:00:00,Sports,East,795,3
1446,C0481,2024-01-19 13:00:00,Home,South,894,4
1447,C0453,2024-01-19 14:00:00,Fashion,North,224,2
1448,C0317,2024-01-19 15:00:00,Fashion,South,893,3
1449,C0304,2024-01-19 16:00:00,Electronics,North,374,3
1450,C0147,2024-01-19 17:00:00,Sports,North,918,4
1451,C0004,2024-01-19 18:00:00,Home,North,720,3
1452,C0035,2024-01-19 19:00:00,Electronics,North,909,4
1453,C0192,2024-01-19 20:00:00,Electronics,North,397,1
1454,C0049,2024-01-19 21:00:00,Fashion,South,847,4
1455,C0017,2024-01-19 22:00:00,Home,North,67,3
1456,C0172,2024-01-19 23:00:00,Home,South,93,3
1457,C0220,2024-01-20 00:00:00,Home,East,204,2
1458,C0158,2024-01-20 01:00:00,Fashion,West,916,2
1459,C0477,2024-01-20 02:00:00,Fashion,North,971,2
1460,C0046,2024-01-20 03:00:00,Fashion,West,426,2
